Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde36      Vardas36       7    8    5    1    8    4      4.72                5.20                
Pavarde873     Vardas873      1    8    4    8    8    4      4.72                5.60                
Pavarde477     Vardas477      9    5    10   3    9    3      4.68                5.40                
Pavarde507     Vardas507      4    8    9    8    7    3      4.68                5.00                
Pavarde839     Vardas839      7    4    9    7    9    3      4.68                4.60                
Pavarde654     Vardas654      2    10   6    8    10   3      4.68                5.00                
Pavarde251     Vardas251      8    10   6    6    6    3      4.68                4.20                
Pavarde944     Vardas944      1    7    10   2    1    5      4.68                3.80                
Pavarde75      Vardas75       7    2    5    6    1    5      4.68                5.00                
Pavarde641     Vardas641      4    1    5    6    5    5      4.68                5.00                
Pavarde775     Vardas775      4    6    8    1    2    5      4.68                4.60                
Pavarde392     Vardas392      6    6    2    3    4    5      4.68                4.60                
Pavarde657     Vardas657      10   10   9    6    8    2      4.64                4.80                
Pavarde634     Vardas634      9    6    9    1    3    4      4.64                4.80                
Pavarde373     Vardas373      8    4    2    5    9    4      4.64                4.40                
Pavarde533     Vardas533      3    1    5    2    2    6      4.64                4.40                
Pavarde558     Vardas558      7    6    10   2    3    4      4.64                4.80                
Pavarde152     Vardas152      7    4    1    7    9    4      4.64                5.20                
Pavarde534     Vardas534      1    5    6    2    6    5      4.60                5.00                
Pavarde490     Vardas490      7    8    8    2    10   3      4.60                5.00                
Pavarde619     Vardas619      9    7    3    7    9    3      4.60                4.60                
Pavarde811     Vardas811      7    8    4    9    7    3      4.60                4.60                
Pavarde219     Vardas219      9    9    1    2    6    4      4.56                4.80                
Pavarde341     Vardas341      10   1    5    3    8    4      4.56                4.40                
Pavarde780     Vardas780      6    5    3    4    9    4      4.56                4.40                
Pavarde694     Vardas694      1    10   3    6    7    4      4.56                4.80                
Pavarde818     Vardas818      5    5    1    9    7    4      4.56                4.40                
Pavarde377     Vardas377      2    4    5    6    2    5      4.52                4.60                
Pavarde427     Vardas427      3    4    9    8    10   3      4.52                5.00                
Pavarde187     Vardas187      8    5    9    6    6    3      4.52                4.20                
Pavarde371     Vardas371      5    7    2    3    2    5      4.52                4.20                
Pavarde156     Vardas156      7    8    4    10   5    3      4.52                4.60                
Pavarde165     Vardas165      9    10   2    9    4    3      4.52                5.40                
Pavarde406     Vardas406      1    1    9    3    5    5      4.52                4.20                
Pavarde182     Vardas182      1    4    4    6    4    5      4.52                4.60                
Pavarde269     Vardas269      1    6    10   8    9    3      4.52                5.00                
Pavarde32      Vardas32       7    5    2    3    2    5      4.52                4.20                
Pavarde59      Vardas59       9    4    3    9    9    3      4.52                5.40                
Pavarde487     Vardas487      10   2    7    9    6    3      4.52                4.60                
Pavarde286     Vardas286      5    9    1    3    1    5      4.52                4.20                
Pavarde609     Vardas609      4    3    8    3    8    4      4.48                4.00                
Pavarde436     Vardas436      9    1    6    4    6    4      4.48                4.80                
Pavarde126     Vardas126      1    10   1    9    5    4      4.48                4.40                
Pavarde598     Vardas598      9    5    7    1    4    4      4.48                4.40                
Pavarde935     Vardas935      5    6    7    1    7    4      4.48                4.80                
Pavarde20      Vardas20       6    7    6    6    1    4      4.48                4.80                
Pavarde290     Vardas290      8    7    8    9    9    2      4.48                4.40                
Pavarde726     Vardas726      4    1    10   1    2    5      4.44                3.80                
Pavarde265     Vardas265      7    10   4    4    8    3      4.44                4.60                
Pavarde996     Vardas996      2    8    8    8    7    3      4.44                5.00                
Pavarde503     Vardas503      10   9    10   1    3    3      4.44                5.40                
Pavarde965     Vardas965      7    10   8    4    4    3      4.44                4.60                
Pavarde268     Vardas268      10   4    9    8    2    3      4.44                5.00                
Pavarde362     Vardas362      10   6    5    9    3    3      4.44                4.20                
Pavarde767     Vardas767      10   6    9    10   5    2      4.40                4.80                
Pavarde317     Vardas317      3    4    8    9    1    4      4.40                4.00                
Pavarde874     Vardas874      4    1    1    9    10   4      4.40                4.00                
Pavarde92      Vardas92       9    4    2    7    3    4      4.40                4.00                
Pavarde985     Vardas985      4    6    5    9    1    4      4.40                4.40                
Pavarde885     Vardas885      8    2    7    5    3    4      4.40                4.40                
Pavarde424     Vardas424      8    9    6    8    9    2      4.40                4.40                
Pavarde280     Vardas280      9    8    3    1    4    4      4.40                4.00                
Pavarde294     Vardas294      3    8    1    9    4    4      4.40                4.00                
Pavarde795     Vardas795      4    1    8    2    10   4      4.40                4.00                
Pavarde343     Vardas343      5    7    1    9    10   3      4.36                4.60                
Pavarde849     Vardas849      8    10   2    9    3    3      4.36                5.00                
Pavarde799     Vardas799      8    1    6    8    9    3      4.36                5.00                
Pavarde386     Vardas386      9    7    1    9    6    3      4.36                4.60                
Pavarde311     Vardas311      2    9    1    4    1    5      4.36                3.80                
Pavarde595     Vardas595      9    3    8    2    2    4      4.32                3.60                
Pavarde632     Vardas632      10   10   5    6    8    2      4.32                4.40                
Pavarde788     Vardas788      5    4    10   1    4    4      4.32                4.00                
Pavarde907     Vardas907      9    5    1    3    6    4      4.32                4.40                
Pavarde213     Vardas213      7    3    3    8    3    4      4.32                3.60                
Pavarde624     Vardas624      10   2    2    8    2    4      4.32                3.20                
Pavarde246     Vardas246      9    2    9    3    1    4      4.32                3.60                
Pavarde350     Vardas350      6    1    8    10   6    3      4.28                4.20                
Pavarde923     Vardas923      4    5    1    4    2    5      4.28                4.60                
Pavarde398     Vardas398      7    4    5    7    8    3      4.28                4.60                
Pavarde333     Vardas333      2    1    1    3    9    5      4.28                3.80                
Pavarde515     Vardas515      10   1    4    10   6    3      4.28                4.20                
Pavarde658     Vardas658      7    10   3    10   1    3      4.28                4.60                
Pavarde744     Vardas744      2    7    8    9    5    3      4.28                4.60                
Pavarde376     Vardas376      10   8    8    5    7    2      4.24                4.40                
Pavarde912     Vardas912      1    9    4    1    8    4      4.24                4.00                
Pavarde866     Vardas866      1    4    8    9    1    4      4.24                4.00                
Pavarde721     Vardas721      4    10   6    1    2    4      4.24                4.00                
Pavarde447     Vardas447      10   3    1    1    8    4      4.24                3.60                
Pavarde735     Vardas735      10   6    9    1    4    3      4.20                4.20                
Pavarde100     Vardas100      1    2    10   1    1    5      4.20                3.40                
Pavarde35      Vardas35       2    4    3    1    5    5      4.20                4.20                
Pavarde940     Vardas940      9    9    2    4    6    3      4.20                4.20                
Pavarde178     Vardas178      6    1    8    7    8    3      4.20                4.60                
Pavarde168     Vardas168      3    8    8    6    5    3      4.20                4.20                
Pavarde203     Vardas203      8    3    8    1    10   3      4.20                5.00                
Pavarde643     Vardas643      1    2    3    6    3    5      4.20                4.20                
Pavarde920     Vardas920      3    1    6    4    1    5      4.20                4.20                
Pavarde962     Vardas962      1    3    10   6    10   3      4.20                4.20                
Pavarde730     Vardas730      4    4    3    7    4    4      4.16                4.00                
Pavarde17      Vardas17       5    1    5    7    4    4      4.16                4.40                
Pavarde127     Vardas127      9    5    9    10   4    2      4.16                4.80                
Pavarde211     Vardas211      1    10   2    4    5    4      4.16                4.00                
Pavarde711     Vardas711      3    2    7    1    9    4      4.16                3.60                
Pavarde153     Vardas153      4    3    2    9    4    4      4.16                4.00                
Pavarde980     Vardas980      6    2    4    2    8    4      4.16                4.00                
Pavarde586     Vardas586      6    3    1    1    3    5      4.12                4.20                
Pavarde861     Vardas861      8    1    3    8    9    3      4.12                5.00                
Pavarde342     Vardas342      9    8    1    6    5    3      4.12                4.20                
Pavarde718     Vardas718      10   7    5    2    5    3      4.12                3.80                
Pavarde123     Vardas123      5    4    10   1    9    3      4.12                3.80                
Pavarde663     Vardas663      4    6    1    1    9    4      4.08                4.00                
Pavarde428     Vardas428      4    8    10   7    7    2      4.08                4.00                
Pavarde41      Vardas41       8    9    8    8    3    2      4.08                4.40                
Pavarde137     Vardas137      8    1    4    4    4    4      4.08                4.00                
Pavarde787     Vardas787      7    3    5    4    2    4      4.08                4.00                
Pavarde999     Vardas999      10   7    4    8    7    2      4.08                4.00                
Pavarde821     Vardas821      9    8    10   1    8    2      4.08                4.40                
Pavarde932     Vardas932      6    5    7    8    10   2      4.08                4.00                
Pavarde582     Vardas582      4    7    1    10   6    3      4.04                4.20                
Pavarde295     Vardas295      6    8    3    8    3    3      4.04                4.20                
Pavarde356     Vardas356      10   6    10   10   7    1      4.04                4.60                
Pavarde409     Vardas409      10   2    5    1    10   3      4.04                3.80                
Pavarde125     Vardas125      2    1    3    4    3    5      4.04                4.20                
Pavarde737     Vardas737      4    8    10   1    5    3      4.04                3.80                
Pavarde568     Vardas568      5    3    4    8    8    3      4.04                3.80                
Pavarde909     Vardas909      10   3    4    8    3    3      4.04                3.40                
Pavarde107     Vardas107      3    7    6    2    10   3      4.04                4.20                
Pavarde328     Vardas328      9    10   3    4    2    3      4.04                3.40                
Pavarde49      Vardas49       7    2    6    1    4    4      4.00                4.00                
Pavarde964     Vardas964      1    9    6    1    3    4      4.00                3.60                
Pavarde77      Vardas77       1    5    1    8    5    4      4.00                4.40                
Pavarde132     Vardas132      10   1    2    2    5    4      4.00                3.20                
Pavarde1000    Vardas1000     2    8    2    6    2    4      4.00                3.20                
Pavarde879     Vardas879      6    9    5    4    3    3      3.96                3.80                
Pavarde439     Vardas439      7    6    2    4    8    3      3.96                4.20                
Pavarde698     Vardas698      3    1    1    5    2    5      3.96                3.80                
Pavarde896     Vardas896      10   1    8    5    10   2      3.92                4.40                
Pavarde690     Vardas690      3    10   7    6    8    2      3.92                4.00                
Pavarde345     Vardas345      10   4    7    6    7    2      3.92                4.00                
Pavarde752     Vardas752      7    9    10   6    2    2      3.92                4.00                
Pavarde50      Vardas50       10   10   5    6    3    2      3.92                3.60                
Pavarde584     Vardas584      6    3    9    6    10   2      3.92                3.60                
Pavarde177     Vardas177      8    1    9    8    8    2      3.92                4.40                
Pavarde214     Vardas214      5    1    2    5    6    4      3.92                4.40                
Pavarde162     Vardas162      1    3    1    6    8    4      3.92                3.60                
Pavarde89      Vardas89       3    3    5    10   5    3      3.88                3.80                
Pavarde906     Vardas906      5    3    2    7    9    3      3.88                3.80                
Pavarde263     Vardas263      4    9    7    5    1    3      3.88                3.80                
Pavarde637     Vardas637      5    5    9    1    6    3      3.88                3.80                
Pavarde457     Vardas457      6    7    2    9    2    3      3.88                4.20                
Pavarde275     Vardas275      4    6    6    8    2    3      3.88                4.20                
Pavarde535     Vardas535      6    10   7    9    1    2      3.84                4.00                
Pavarde779     Vardas779      7    4    10   8    4    2      3.84                4.00                
Pavarde593     Vardas593      9    6    8    7    3    2      3.84                4.00                
Pavarde247     Vardas247      8    5    5    5    10   2      3.84                3.20                
Pavarde196     Vardas196      5    6    1    5    1    4      3.84                4.40                
Pavarde981     Vardas981      6    7    10   9    1    2      3.84                4.00                
Pavarde903     Vardas903      8    2    2    5    1    4      3.84                3.20                
Pavarde248     Vardas248      7    10   10   8    5    1      3.80                3.80                
Pavarde753     Vardas753      4    9    8    9    10   1      3.80                4.20                
Pavarde282     Vardas282      10   6    1    1    7    3      3.80                4.20                
Pavarde310     Vardas310      10   1    9    4    1    3      3.80                3.40                
Pavarde825     Vardas825      1    10   3    4    7    3      3.80                3.40                
Pavarde443     Vardas443      6    6    4    2    7    3      3.80                4.20                
Pavarde623     Vardas623      10   3    1    6    5    3      3.80                3.80                
Pavarde185     Vardas185      8    8    1    9    6    2      3.76                4.40                
Pavarde69      Vardas69       8    8    5    6    5    2      3.76                3.60                
Pavarde660     Vardas660      4    1    2    5    5    4      3.76                4.00                
Pavarde267     Vardas267      1    8    3    2    3    4      3.76                3.60                
Pavarde862     Vardas862      8    4    4    5    3    3      3.72                3.40                
Pavarde511     Vardas511      9    2    6    1    6    3      3.72                4.20                
Pavarde899     Vardas899      8    6    4    3    3    3      3.72                3.40                
Pavarde759     Vardas759      2    3    4    10   5    3      3.72                3.40                
Pavarde199     Vardas199      3    10   4    10   4    2      3.68                2.80                
Pavarde321     Vardas321      10   10   4    2    5    2      3.68                3.20                
Pavarde70      Vardas70       4    6    6    6    9    2      3.68                3.60                
Pavarde550     Vardas550      2    7    10   9    10   1      3.64                4.20                
Pavarde817     Vardas817      7    8    3    10   10   1      3.64                3.80                
Pavarde418     Vardas418      9    4    1    5    4    3      3.64                3.40                
Pavarde67      Vardas67       6    4    3    9    1    3      3.64                3.40                
Pavarde9       Vardas9        5    1    8    5    4    3      3.64                3.80                
Pavarde181     Vardas181      3    9    7    2    2    3      3.64                3.00                
Pavarde367     Vardas367      1    4    3    10   5    3      3.64                3.40                
Pavarde901     Vardas901      3    9    8    2    8    2      3.60                4.40                
Pavarde173     Vardas173      9    2    1    8    10   2      3.60                4.40                
Pavarde141     Vardas141      10   3    9    6    2    2      3.60                3.60                
Pavarde697     Vardas697      9    5    4    3    9    2      3.60                3.20                
Pavarde563     Vardas563      3    5    5    9    8    2      3.60                3.20                
Pavarde750     Vardas750      10   7    5    1    7    2      3.60                4.00                
Pavarde302     Vardas302      5    3    10   5    7    2      3.60                3.20                
Pavarde751     Vardas751      1    1    2    5    6    4      3.60                3.20                
Pavarde857     Vardas857      7    5    9    6    10   1      3.56                3.40                
Pavarde958     Vardas958      6    10   8    3    10   1      3.56                3.80                
Pavarde225     Vardas225      6    6    8    10   7    1      3.56                3.40                
Pavarde372     Vardas372      1    9    2    2    8    3      3.56                2.60                
Pavarde210     Vardas210      6    6    1    4    5    3      3.56                3.80                
Pavarde3       Vardas3        8    7    4    2    1    3      3.56                3.40                
Pavarde639     Vardas639      5    6    1    4    6    3      3.56                3.80                
Pavarde448     Vardas448      8    4    5    2    3    3      3.56                3.40                
Pavarde441     Vardas441      6    5    1    5    5    3      3.56                3.80                
Pavarde40      Vardas40       3    1    10   5    10   2      3.52                3.20                
Pavarde99      Vardas99       8    3    10   7    1    2      3.52                4.00                
Pavarde79      Vardas79       9    7    4    4    5    2      3.52                3.20                
Pavarde820     Vardas820      8    5    3    6    7    2      3.52                3.60                
Pavarde883     Vardas883      9    8    1    9    2    2      3.52                4.40                
Pavarde316     Vardas316      7    2    9    4    7    2      3.52                4.00                
Pavarde446     Vardas446      5    7    5    10   9    1      3.48                3.40                
Pavarde379     Vardas379      9    5    8    7    7    1      3.48                3.40                
Pavarde733     Vardas733      8    8    7    7    6    1      3.48                3.40                
Pavarde673     Vardas673      3    5    10   9    9    1      3.48                4.20                
Pavarde306     Vardas306      8    10   6    6    6    1      3.48                3.00                
Pavarde937     Vardas937      8    7    6    7    8    1      3.48                3.40                
Pavarde954     Vardas954      3    1    5    5    7    3      3.48                3.80                
Pavarde537     Vardas537      5    3    3    2    8    3      3.48                3.00                
Pavarde840     Vardas840      2    1    9    5    4    3      3.48                3.40                
Pavarde796     Vardas796      3    4    3    5    6    3      3.48                3.40                
Pavarde307     Vardas307      3    5    5    7    1    3      3.48                3.80                
Pavarde383     Vardas383      2    3    2    3    3    4      3.44                3.60                
Pavarde754     Vardas754      1    1    1    4    6    4      3.44                2.80                
Pavarde938     Vardas938      6    6    3    9    4    2      3.44                3.60                
Pavarde804     Vardas804      9    3    9    3    4    2      3.44                2.80                
Pavarde617     Vardas617      3    4    8    3    10   2      3.44                2.80                
Pavarde368     Vardas368      5    6    10   1    6    2      3.44                3.60                
Pavarde130     Vardas130      10   2    4    6    6    2      3.44                3.60                
Pavarde54      Vardas54       4    7    4    5    8    2      3.44                3.20                
Pavarde482     Vardas482      8    9    4    4    10   1      3.40                3.80                
Pavarde242     Vardas242      7    4    6    1    2    3      3.40                3.40                
Pavarde140     Vardas140      1    3    6    9    1    3      3.40                3.00                
Pavarde612     Vardas612      2    4    1    8    5    3      3.40                3.40                
Pavarde664     Vardas664      1    2    7    8    2    3      3.40                2.60                
Pavarde56      Vardas56       3    2    1    7    7    3      3.40                3.00                
Pavarde898     Vardas898      4    2    2    2    10   3      3.40                2.60                
Pavarde486     Vardas486      5    3    10   4    5    2      3.36                3.20                
Pavarde292     Vardas292      2    6    8    3    8    2      3.36                3.60                
Pavarde160     Vardas160      1    8    10   1    7    2      3.36                4.00                
Pavarde615     Vardas615      8    6    10   1    9    1      3.32                3.80                
Pavarde90      Vardas90       9    1    2    6    1    3      3.32                2.60                
Pavarde815     Vardas815      9    5    9    6    5    1      3.32                3.00                
Pavarde101     Vardas101      2    7    3    5    2    3      3.32                3.00                
Pavarde794     Vardas794      10   8    3    7    6    1      3.32                3.40                
Pavarde636     Vardas636      4    3    2    7    10   2      3.28                2.80                
Pavarde65      Vardas65       2    9    2    4    9    2      3.28                2.80                
Pavarde48      Vardas48       6    5    3    10   2    2      3.28                3.20                
Pavarde12      Vardas12       8    3    3    2    2    3      3.24                3.00                
Pavarde891     Vardas891      4    1    6    4    3    3      3.24                3.40                
Pavarde82      Vardas82       7    2    4    2    3    3      3.24                3.00                
Pavarde998     Vardas998      1    5    1    6    5    3      3.24                3.80                
Pavarde743     Vardas743      3    1    2    3    9    3      3.24                3.00                
Pavarde88      Vardas88       8    10   4    5    6    1      3.24                3.00                
Pavarde417     Vardas417      9    10   3    8    3    1      3.24                3.80                
Pavarde305     Vardas305      4    4    8    10   7    1      3.24                3.40                
Pavarde513     Vardas513      9    7    5    9    3    1      3.24                3.40                
Pavarde777     Vardas777      5    1    1    10   8    2      3.20                3.20                
Pavarde81      Vardas81       4    8    2    2    9    2      3.20                2.80                
Pavarde886     Vardas886      1    1    2    4    2    4      3.20                3.20                
Pavarde413     Vardas413      9    4    1    3    8    2      3.20                2.80                
Pavarde505     Vardas505      10   3    2    2    8    2      3.20                2.40                
Pavarde627     Vardas627      7    7    7    2    2    2      3.20                4.00                
Pavarde147     Vardas147      2    10   5    5    10   1      3.16                2.60                
Pavarde760     Vardas760      5    5    7    9    6    1      3.16                3.00                
Pavarde462     Vardas462      7    5    6    7    7    1      3.16                3.40                
Pavarde875     Vardas875      5    9    9    2    7    1      3.16                3.40                
Pavarde846     Vardas846      10   10   5    4    3    1      3.16                2.60                
Pavarde810     Vardas810      2    8    4    7    3    2      3.12                2.80                
Pavarde508     Vardas508      6    6    7    3    9    1      3.08                3.00                
Pavarde308     Vardas308      9    10   6    1    5    1      3.08                3.00                
Pavarde416     Vardas416      5    7    9    5    5    1      3.08                2.60                
Pavarde990     Vardas990      4    1    7    1    3    3      3.08                3.00                
Pavarde151     Vardas151      4    4    4    1    10   2      3.04                2.80                
Pavarde142     Vardas142      6    7    2    7    1    2      3.04                3.60                
Pavarde230     Vardas230      7    4    1    10   1    2      3.04                2.80                
Pavarde483     Vardas483      1    5    9    6    2    2      3.04                3.20                
Pavarde37      Vardas37       3    8    5    6    1    2      3.04                3.20                
Pavarde978     Vardas978      3    8    1    5    6    2      3.04                3.20                
Pavarde433     Vardas433      6    1    9    7    7    1      3.00                3.40                
Pavarde868     Vardas868      9    6    5    1    9    1      3.00                3.00                
Pavarde399     Vardas399      9    5    8    7    1    1      3.00                3.40                
Pavarde727     Vardas727      5    2    5    9    9    1      3.00                2.60                
Pavarde430     Vardas430      10   6    8    5    1    1      3.00                3.00                
Pavarde975     Vardas975      7    8    2    8    5    1      3.00                3.40                
Pavarde401     Vardas401      8    8    5    2    7    1      3.00                3.40                
Pavarde842     Vardas842      9    2    8    2    9    1      3.00                3.80                
Pavarde691     Vardas691      10   8    3    2    7    1      3.00                3.40                
Pavarde952     Vardas952      10   1    2    1    1    3      3.00                2.20                
Pavarde479     Vardas479      10   2    2    1    7    2      2.96                2.00                
Pavarde467     Vardas467      9    6    1    3    3    2      2.96                2.40                
Pavarde993     Vardas993      1    1    5    6    9    2      2.96                3.20                
Pavarde695     Vardas695      7    4    3    5    3    2      2.96                2.80                
Pavarde778     Vardas778      2    10   1    9    7    1      2.92                3.40                
Pavarde665     Vardas665      3    6    8    9    3    1      2.92                3.00                
Pavarde421     Vardas421      1    2    6    10   2    2      2.88                2.00                
Pavarde96      Vardas96       4    4    9    1    3    2      2.88                2.80                
Pavarde826     Vardas826      1    9    7    1    3    2      2.88                2.40                
Pavarde948     Vardas948      4    5    3    7    2    2      2.88                2.80                
Pavarde835     Vardas835      2    7    6    4    2    2      2.88                2.80                
Pavarde894     Vardas894      4    2    9    3    3    2      2.88                2.40                
Pavarde262     Vardas262      8    7    2    8    3    1      2.84                3.40                
Pavarde620     Vardas620      5    10   10   2    1    1      2.84                2.60                
Pavarde315     Vardas315      9    7    10   1    1    1      2.84                3.40                
Pavarde491     Vardas491      9    3    5    9    2    1      2.84                2.60                
Pavarde394     Vardas394      3    8    2    9    6    1      2.84                3.00                
Pavarde111     Vardas111      3    7    7    6    5    1      2.84                3.00                
Pavarde916     Vardas916      6    8    5    7    2    1      2.84                3.00                
Pavarde11      Vardas11       3    8    9    3    5    1      2.84                2.60                
Pavarde300     Vardas300      1    9    10   7    1    1      2.84                3.40                
Pavarde583     Vardas583      4    1    7    6    10   1      2.84                3.00                
Pavarde769     Vardas769      7    2    2    6    3    2      2.80                2.40                
Pavarde705     Vardas705      4    5    6    4    1    2      2.80                2.80                
Pavarde283     Vardas283      10   3    3    3    1    2      2.80                2.40                
Pavarde543     Vardas543      7    3    3    5    2    2      2.80                2.40                
Pavarde530     Vardas530      5    7    2    8    5    1      2.76                2.60                
Pavarde476     Vardas476      2    6    2    7    10   1      2.76                3.00                
Pavarde449     Vardas449      5    2    1    8    3    2      2.72                2.40                
Pavarde319     Vardas319      5    3    6    2    3    2      2.72                2.40                
Pavarde881     Vardas881      4    2    3    4    6    2      2.72                2.80                
Pavarde517     Vardas517      2    8    6    2    1    2      2.72                2.00                
Pavarde260     Vardas260      8    1    3    4    10   1      2.68                2.20                
Pavarde622     Vardas622      9    3    1    10   3    1      2.68                1.80                
Pavarde678     Vardas678      8    2    1    9    6    1      2.68                3.00                
Pavarde115     Vardas115      10   8    2    3    3    1      2.68                1.80                
Pavarde157     Vardas157      3    4    4    10   4    1      2.60                2.20                
Pavarde910     Vardas910      5    2    7    8    3    1      2.60                2.60                
Pavarde288     Vardas288      9    6    4    2    4    1      2.60                2.20                
Pavarde91      Vardas91       1    9    4    7    4    1      2.60                2.20                
Pavarde271     Vardas271      6    4    8    3    4    1      2.60                2.20                
Pavarde562     Vardas562      1    1    1    5    9    2      2.56                1.60                
Pavarde683     Vardas683      6    2    6    1    2    2      2.56                2.00                
Pavarde853     Vardas853      4    3    3    1    6    2      2.56                2.40                
Pavarde47      Vardas47       2    1    3    2    1    3      2.52                2.60                
Pavarde351     Vardas351      5    1    4    9    5    1      2.52                2.60                
Pavarde510     Vardas510      6    6    5    6    1    1      2.52                3.00                
Pavarde762     Vardas762      7    4    5    5    3    1      2.52                2.60                
Pavarde529     Vardas529      7    10   1    4    2    1      2.52                2.20                
Pavarde592     Vardas592      5    2    2    9    6    1      2.52                2.60                
Pavarde704     Vardas704      10   3    5    4    1    1      2.44                2.20                
Pavarde94      Vardas94       3    2    6    4    8    1      2.44                2.20                
Pavarde934     Vardas934      7    6    4    3    3    1      2.44                2.20                
Pavarde257     Vardas257      2    8    4    4    5    1      2.44                2.20                
Pavarde951     Vardas951      1    1    7    3    3    2      2.40                2.40                
Pavarde528     Vardas528      10   2    6    3    1    1      2.36                1.80                
Pavarde4       Vardas4        3    4    1    10   4    1      2.36                2.20                
Pavarde229     Vardas229      8    7    5    1    1    1      2.36                2.60                
Pavarde71      Vardas71       9    3    2    7    1    1      2.36                1.80                
Pavarde915     Vardas915      5    2    2    9    4    1      2.36                2.20                
Pavarde87      Vardas87       1    1    4    6    2    2      2.32                2.00                
Pavarde674     Vardas674      6    8    3    2    2    1      2.28                1.80                
Pavarde856     Vardas856      1    9    4    3    4    1      2.28                2.20                
Pavarde715     Vardas715      5    5    2    3    6    1      2.28                2.60                
Pavarde541     Vardas541      4    5    2    1    9    1      2.28                2.20                
Pavarde407     Vardas407      4    10   2    2    3    1      2.28                1.80                
Pavarde655     Vardas655      3    4    8    5    1    1      2.28                2.20                
Pavarde851     Vardas851      3    1    8    1    8    1      2.28                1.80                
Pavarde134     Vardas134      1    3    4    7    6    1      2.28                2.20                
Pavarde729     Vardas729      3    2    6    9    1    1      2.28                1.80                
Pavarde557     Vardas557      2    4    3    7    4    1      2.20                2.20                
Pavarde429     Vardas429      2    4    1    9    4    1      2.20                2.20                
Pavarde174     Vardas174      1    3    3    2    10   1      2.12                1.80                
Pavarde270     Vardas270      1    5    8    1    4    1      2.12                2.20                
Pavarde129     Vardas129      1    5    7    1    5    1      2.12                2.60                
Pavarde972     Vardas972      7    3    1    1    6    1      2.04                1.80                
Pavarde484     Vardas484      3    8    1    1    5    1      2.04                1.80                
Pavarde756     Vardas756      1    3    10   3    1    1      2.04                1.80                
Pavarde337     Vardas337      4    6    2    2    4    1      2.04                2.20                
Pavarde218     Vardas218      4    4    1    1    7    1      1.96                2.20                
Pavarde370     Vardas370      2    3    1    1    2    2      1.92                2.00                
Pavarde60      Vardas60       3    3    6    3    1    1      1.88                1.80                
Pavarde163     Vardas163      2    5    1    4    2    1      1.72                1.40                
Pavarde536     Vardas536      3    2    1    6    1    1      1.64                1.40                
