Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde1626    Vardas1626     5    6    7    10   10   10     9.04                8.80                
Pavarde3648    Vardas3648     6    7    8    8    9    10     9.04                9.20                
Pavarde8927    Vardas8927     2    7    9    10   10   10     9.04                9.60                
Pavarde7882    Vardas7882     6    6    6    10   10   10     9.04                8.40                
Pavarde5743    Vardas5743     6    7    7    9    9    10     9.04                8.80                
Pavarde1045    Vardas1045     4    5    9    10   10   10     9.04                9.60                
Pavarde4984    Vardas4984     4    6    9    9    10   10     9.04                9.60                
Pavarde4800    Vardas4800     4    6    8    10   10   10     9.04                9.20                
Pavarde6088    Vardas6088     3    7    8    10   10   10     9.04                9.20                
Pavarde7398    Vardas7398     8    9    9    9    10   9      9.00                9.00                
Pavarde5466    Vardas5466     2    8    9    9    9    10     8.96                9.60                
Pavarde3584    Vardas3584     5    6    8    8    10   10     8.96                9.20                
Pavarde8127    Vardas8127     5    7    7    9    9    10     8.96                8.80                
Pavarde8751    Vardas8751     2    7    9    9    10   10     8.96                9.60                
Pavarde7831    Vardas7831     2    7    8    10   10   10     8.96                9.20                
Pavarde1501    Vardas1501     4    7    8    9    9    10     8.96                9.20                
Pavarde8334    Vardas8334     4    6    7    10   10   10     8.96                8.80                
Pavarde6559    Vardas6559     6    7    7    8    9    10     8.96                8.80                
Pavarde2438    Vardas2438     5    7    7    9    9    10     8.96                8.80                
Pavarde6838    Vardas6838     5    6    8    8    10   10     8.96                9.20                
Pavarde3620    Vardas3620     3    7    8    9    10   10     8.96                9.20                
Pavarde9365    Vardas9365     5    6    7    9    10   10     8.96                8.80                
Pavarde9433    Vardas9433     4    6    9    9    9    10     8.96                9.60                
Pavarde9328    Vardas9328     5    5    8    9    10   10     8.96                9.20                
Pavarde3481    Vardas3481     3    6    9    9    10   10     8.96                9.60                
Pavarde5478    Vardas5478     4    5    9    9    10   10     8.96                9.60                
Pavarde6239    Vardas6239     6    6    6    9    10   10     8.96                8.40                
Pavarde7574    Vardas7574     6    6    7    9    9    10     8.96                8.80                
Pavarde3023    Vardas3023     4    7    8    8    10   10     8.96                9.20                
Pavarde7344    Vardas7344     2    7    9    9    10   10     8.96                9.60                
Pavarde5056    Vardas5056     5    6    8    8    10   10     8.96                9.20                
Pavarde2241    Vardas2241     4    6    8    9    10   10     8.96                9.20                
Pavarde3930    Vardas3930     7    7    7    8    8    10     8.96                8.80                
Pavarde954     Vardas954      2    7    9    9    10   10     8.96                9.60                
Pavarde2169    Vardas2169     4    7    8    8    10   10     8.96                9.20                
Pavarde2615    Vardas2615     5    5    8    9    10   10     8.96                9.20                
Pavarde5122    Vardas5122     4    5    9    9    10   10     8.96                9.60                
Pavarde7898    Vardas7898     3    6    8    10   10   10     8.96                9.20                
Pavarde8173    Vardas8173     5    7    7    8    9    10     8.88                8.80                
Pavarde4589    Vardas4589     3    5    9    9    10   10     8.88                9.60                
Pavarde8859    Vardas8859     4    6    8    9    9    10     8.88                9.20                
Pavarde2464    Vardas2464     3    6    8    9    10   10     8.88                9.20                
Pavarde4683    Vardas4683     5    6    6    9    10   10     8.88                8.40                
Pavarde6730    Vardas6730     5    5    8    9    9    10     8.88                9.20                
Pavarde7432    Vardas7432     4    5    8    9    10   10     8.88                9.20                
Pavarde1034    Vardas1034     2    6    8    10   10   10     8.88                9.20                
Pavarde9615    Vardas9615     4    7    7    9    9    10     8.88                8.80                
Pavarde1241    Vardas1241     4    6    7    9    10   10     8.88                8.80                
Pavarde1742    Vardas1742     5    6    7    8    10   10     8.88                8.80                
Pavarde8844    Vardas8844     5    5    8    8    10   10     8.88                9.20                
Pavarde2194    Vardas2194     1    8    8    9    10   10     8.88                9.20                
Pavarde1287    Vardas1287     4    7    7    9    9    10     8.88                8.80                
Pavarde302     Vardas302      1    7    8    10   10   10     8.88                9.20                
Pavarde9169    Vardas9169     4    6    8    8    10   10     8.88                9.20                
Pavarde6970    Vardas6970     5    6    7    8    10   10     8.88                8.80                
Pavarde6858    Vardas6858     4    6    7    9    10   10     8.88                8.80                
Pavarde3153    Vardas3153     4    5    7    10   10   10     8.88                8.80                
Pavarde2045    Vardas2045     4    5    8    9    10   10     8.88                9.20                
Pavarde3548    Vardas3548     5    6    7    8    10   10     8.88                8.80                
Pavarde1914    Vardas1914     3    8    8    8    9    10     8.88                9.20                
Pavarde6429    Vardas6429     7    7    9    10   10   9      8.84                9.00                
Pavarde2175    Vardas2175     6    9    9    9    10   9      8.84                9.00                
Pavarde4717    Vardas4717     7    8    9    9    10   9      8.84                9.00                
Pavarde6871    Vardas6871     7    8    8    10   10   9      8.84                8.60                
Pavarde2528    Vardas2528     8    8    8    9    10   9      8.84                8.60                
Pavarde5305    Vardas5305     4    5    8    9    9    10     8.80                9.20                
Pavarde7908    Vardas7908     1    7    8    9    10   10     8.80                9.20                
Pavarde4125    Vardas4125     4    6    7    9    9    10     8.80                8.80                
Pavarde3489    Vardas3489     1    6    8    10   10   10     8.80                9.20                
Pavarde2863    Vardas2863     4    6    6    9    10   10     8.80                8.40                
Pavarde6643    Vardas6643     3    5    7    10   10   10     8.80                8.80                
Pavarde9029    Vardas9029     6    6    7    8    8    10     8.80                8.80                
Pavarde8314    Vardas8314     2    5    9    9    10   10     8.80                9.60                
Pavarde2581    Vardas2581     3    5    8    9    10   10     8.80                9.20                
Pavarde4677    Vardas4677     4    6    7    8    10   10     8.80                8.80                
Pavarde4171    Vardas4171     3    5    7    10   10   10     8.80                8.80                
Pavarde360     Vardas360      1    6    8    10   10   10     8.80                9.20                
Pavarde3616    Vardas3616     3    7    8    8    9    10     8.80                9.20                
Pavarde7352    Vardas7352     4    5    6    10   10   10     8.80                8.40                
Pavarde4235    Vardas4235     5    5    7    8    10   10     8.80                8.80                
Pavarde710     Vardas710      4    7    7    8    9    10     8.80                8.80                
Pavarde2427    Vardas2427     1    7    8    9    10   10     8.80                9.20                
Pavarde7680    Vardas7680     3    4    9    9    10   10     8.80                9.60                
Pavarde8394    Vardas8394     2    8    8    8    9    10     8.80                9.20                
Pavarde1630    Vardas1630     5    6    6    8    10   10     8.80                8.40                
Pavarde6851    Vardas6851     3    5    8    9    10   10     8.80                9.20                
Pavarde9515    Vardas9515     2    8    8    8    9    10     8.80                9.20                
Pavarde3380    Vardas3380     3    4    8    10   10   10     8.80                9.20                
Pavarde6097    Vardas6097     4    6    8    8    9    10     8.80                9.20                
Pavarde2572    Vardas2572     4    4    8    9    10   10     8.80                9.20                
Pavarde9506    Vardas9506     5    6    6    8    10   10     8.80                8.40                
Pavarde4823    Vardas4823     3    4    9    9    10   10     8.80                9.60                
Pavarde4860    Vardas4860     5    6    7    8    9    10     8.80                8.80                
Pavarde4825    Vardas4825     2    6    8    9    10   10     8.80                9.20                
Pavarde5236    Vardas5236     1    7    8    9    10   10     8.80                9.20                
Pavarde5148    Vardas5148     3    7    8    8    9    10     8.80                9.20                
Pavarde4420    Vardas4420     6    6    7    7    9    10     8.80                8.80                
Pavarde282     Vardas282      5    6    7    8    9    10     8.80                8.80                
Pavarde9465    Vardas9465     3    6    8    9    9    10     8.80                9.20                
Pavarde1730    Vardas1730     1    7    8    9    10   10     8.80                9.20                
Pavarde2530    Vardas2530     5    5    6    9    10   10     8.80                8.40                
Pavarde603     Vardas603      3    7    7    8    10   10     8.80                8.80                
Pavarde3413    Vardas3413     2    5    8    10   10   10     8.80                9.20                
Pavarde6691    Vardas6691     2    7    8    9    9    10     8.80                9.20                
Pavarde1720    Vardas1720     5    5    7    9    9    10     8.80                8.80                
Pavarde6344    Vardas6344     5    6    7    8    9    10     8.80                8.80                
Pavarde8067    Vardas8067     5    6    7    7    10   10     8.80                8.80                
Pavarde5451    Vardas5451     4    9    9    10   10   9      8.76                9.00                
Pavarde3947    Vardas3947     6    7    9    10   10   9      8.76                9.00                
Pavarde1664    Vardas1664     4    9    9    10   10   9      8.76                9.00                
Pavarde1714    Vardas1714     6    8    9    9    10   9      8.76                9.00                
Pavarde9748    Vardas9748     7    7    9    9    10   9      8.76                9.00                
Pavarde8661    Vardas8661     5    9    9    9    10   9      8.76                9.00                
Pavarde9796    Vardas9796     3    9    10   10   10   9      8.76                9.40                
Pavarde8065    Vardas8065     5    8    9    10   10   9      8.76                9.00                
Pavarde616     Vardas616      5    6    6    7    10   10     8.72                8.40                
Pavarde6188    Vardas6188     5    5    7    7    10   10     8.72                8.80                
Pavarde2085    Vardas2085     1    4    9    10   10   10     8.72                9.60                
Pavarde2267    Vardas2267     5    6    7    8    8    10     8.72                8.80                
Pavarde2262    Vardas2262     3    4    7    10   10   10     8.72                8.80                
Pavarde6200    Vardas6200     5    6    7    8    8    10     8.72                8.80                
Pavarde5802    Vardas5802     2    6    7    9    10   10     8.72                8.80                
Pavarde301     Vardas301      3    6    8    8    9    10     8.72                9.20                
Pavarde9568    Vardas9568     1    6    8    9    10   10     8.72                9.20                
Pavarde9767    Vardas9767     4    5    7    8    10   10     8.72                8.80                
Pavarde4391    Vardas4391     2    6    7    9    10   10     8.72                8.80                
Pavarde474     Vardas474      1    6    7    10   10   10     8.72                8.80                
Pavarde4554    Vardas4554     4    5    5    10   10   10     8.72                8.00                
Pavarde636     Vardas636      1    3    10   10   10   10     8.72                10.00               
Pavarde2010    Vardas2010     2    5    8    9    10   10     8.72                9.20                
Pavarde4377    Vardas4377     3    6    7    8    10   10     8.72                8.80                
Pavarde5947    Vardas5947     4    5    7    9    9    10     8.72                8.80                
Pavarde7832    Vardas7832     5    6    6    7    10   10     8.72                8.40                
Pavarde3660    Vardas3660     2    6    6    10   10   10     8.72                8.40                
Pavarde8776    Vardas8776     4    6    7    8    9    10     8.72                8.80                
Pavarde7808    Vardas7808     4    6    7    8    9    10     8.72                8.80                
Pavarde8600    Vardas8600     3    7    7    7    10   10     8.72                8.80                
Pavarde3638    Vardas3638     4    4    8    8    10   10     8.72                9.20                
Pavarde8236    Vardas8236     3    6    7    9    9    10     8.72                8.80                
Pavarde9339    Vardas9339     1    7    8    9    9    10     8.72                9.20                
Pavarde1666    Vardas1666     5    6    6    7    10   10     8.72                8.40                
Pavarde3391    Vardas3391     2    5    8    9    10   10     8.72                9.20                
Pavarde9892    Vardas9892     2    4    8    10   10   10     8.72                9.20                
Pavarde1753    Vardas1753     2    6    8    9    9    10     8.72                9.20                
Pavarde7565    Vardas7565     1    4    9    10   10   10     8.72                9.60                
Pavarde769     Vardas769      2    5    8    9    10   10     8.72                9.20                
Pavarde6819    Vardas6819     3    6    6    9    10   10     8.72                8.40                
Pavarde9909    Vardas9909     1    5    9    9    10   10     8.72                9.60                
Pavarde8886    Vardas8886     2    5    8    9    10   10     8.72                9.20                
Pavarde2457    Vardas2457     2    6    8    8    10   10     8.72                9.20                
Pavarde6878    Vardas6878     3    7    7    7    10   10     8.72                8.80                
Pavarde1622    Vardas1622     5    6    7    8    8    10     8.72                8.80                
Pavarde1162    Vardas1162     1    7    8    9    9    10     8.72                9.20                
Pavarde8933    Vardas8933     1    7    8    9    9    10     8.72                9.20                
Pavarde7429    Vardas7429     3    5    6    10   10   10     8.72                8.40                
Pavarde2893    Vardas2893     1    7    8    9    9    10     8.72                9.20                
Pavarde7301    Vardas7301     1    6    8    9    10   10     8.72                9.20                
Pavarde2664    Vardas2664     7    8    8    8    10   9      8.68                8.60                
Pavarde7431    Vardas7431     6    7    9    9    10   9      8.68                9.00                
Pavarde9245    Vardas9245     3    9    9    10   10   9      8.68                9.00                
Pavarde5588    Vardas5588     6    7    9    9    10   9      8.68                9.00                
Pavarde1507    Vardas1507     6    8    8    9    10   9      8.68                8.60                
Pavarde6780    Vardas6780     3    6    7    8    9    10     8.64                8.80                
Pavarde9252    Vardas9252     3    6    7    7    10   10     8.64                8.80                
Pavarde2766    Vardas2766     4    4    8    8    9    10     8.64                9.20                
Pavarde9436    Vardas9436     2    4    8    9    10   10     8.64                9.20                
Pavarde9230    Vardas9230     1    4    8    10   10   10     8.64                9.20                
Pavarde7789    Vardas7789     3    6    7    7    10   10     8.64                8.80                
Pavarde6318    Vardas6318     2    6    7    8    10   10     8.64                8.80                
Pavarde6702    Vardas6702     4    6    7    8    8    10     8.64                8.80                
Pavarde3520    Vardas3520     3    6    7    8    9    10     8.64                8.80                
Pavarde806     Vardas806      3    3    7    10   10   10     8.64                8.80                
Pavarde144     Vardas144      4    6    7    7    9    10     8.64                8.80                
Pavarde6222    Vardas6222     2    7    8    8    8    10     8.64                9.20                
Pavarde2093    Vardas2093     1    3    9    10   10   10     8.64                9.60                
Pavarde9996    Vardas9996     1    6    8    8    10   10     8.64                9.20                
Pavarde8149    Vardas8149     4    6    6    8    9    10     8.64                8.40                
Pavarde8036    Vardas8036     2    4    8    9    10   10     8.64                9.20                
Pavarde2716    Vardas2716     3    4    8    9    9    10     8.64                9.20                
Pavarde5924    Vardas5924     3    4    8    8    10   10     8.64                9.20                
Pavarde9043    Vardas9043     2    6    6    9    10   10     8.64                8.40                
Pavarde2702    Vardas2702     3    4    8    8    10   10     8.64                9.20                
Pavarde8088    Vardas8088     1    4    8    10   10   10     8.64                9.20                
Pavarde955     Vardas955      5    6    7    7    8    10     8.64                8.80                
Pavarde2637    Vardas2637     2    6    7    8    10   10     8.64                8.80                
Pavarde47      Vardas47       3    5    8    8    9    10     8.64                9.20                
Pavarde5984    Vardas5984     5    6    6    6    10   10     8.64                8.40                
Pavarde7770    Vardas7770     1    5    8    9    10   10     8.64                9.20                
Pavarde2463    Vardas2463     3    6    6    8    10   10     8.64                8.40                
Pavarde4698    Vardas4698     4    5    5    9    10   10     8.64                8.00                
Pavarde6542    Vardas6542     3    7    7    8    8    10     8.64                8.80                
Pavarde5341    Vardas5341     1    7    8    8    9    10     8.64                9.20                
Pavarde778     Vardas778      2    6    7    8    10   10     8.64                8.80                
Pavarde8579    Vardas8579     3    6    6    9    9    10     8.64                8.40                
Pavarde1579    Vardas1579     1    5    8    9    10   10     8.64                9.20                
Pavarde8786    Vardas8786     2    6    7    8    10   10     8.64                8.80                
Pavarde1806    Vardas1806     4    4    5    10   10   10     8.64                8.00                
Pavarde6361    Vardas6361     3    5    6    9    10   10     8.64                8.40                
Pavarde7757    Vardas7757     6    7    7    10   10   9      8.60                8.20                
Pavarde8680    Vardas8680     6    8    8    8    10   9      8.60                8.60                
Pavarde4188    Vardas4188     5    6    9    10   10   9      8.60                9.00                
Pavarde9682    Vardas9682     4    8    8    10   10   9      8.60                8.60                
Pavarde9894    Vardas9894     1    9    10   10   10   9      8.60                9.40                
Pavarde9364    Vardas9364     6    7    8    9    10   9      8.60                8.60                
Pavarde961     Vardas961      3    8    9    10   10   9      8.60                9.00                
Pavarde9019    Vardas9019     4    7    9    10   10   9      8.60                9.00                
Pavarde840     Vardas840      4    8    9    9    10   9      8.60                9.00                
Pavarde9237    Vardas9237     5    7    9    9    10   9      8.60                9.00                
Pavarde9057    Vardas9057     4    9    9    9    9    9      8.60                9.00                
Pavarde8957    Vardas8957     2    6    8    8    8    10     8.56                9.20                
Pavarde5734    Vardas5734     2    6    7    8    9    10     8.56                8.80                
Pavarde9838    Vardas9838     2    5    8    8    9    10     8.56                9.20                
Pavarde214     Vardas214      2    6    7    8    9    10     8.56                8.80                
Pavarde4340    Vardas4340     2    5    6    9    10   10     8.56                8.40                
Pavarde3505    Vardas3505     3    4    7    8    10   10     8.56                8.80                
Pavarde9156    Vardas9156     2    5    6    9    10   10     8.56                8.40                
Pavarde405     Vardas405      3    5    5    9    10   10     8.56                8.00                
Pavarde2453    Vardas2453     4    6    6    6    10   10     8.56                8.40                
Pavarde7658    Vardas7658     1    5    7    9    10   10     8.56                8.80                
Pavarde7007    Vardas7007     3    4    7    8    10   10     8.56                8.80                
Pavarde3058    Vardas3058     4    5    6    8    9    10     8.56                8.40                
Pavarde4738    Vardas4738     2    4    7    9    10   10     8.56                8.80                
Pavarde2003    Vardas2003     2    2    9    9    10   10     8.56                9.60                
Pavarde5967    Vardas5967     1    4    7    10   10   10     8.56                8.80                
Pavarde499     Vardas499      2    4    8    8    10   10     8.56                9.20                
Pavarde1881    Vardas1881     1    3    8    10   10   10     8.56                9.20                
Pavarde9021    Vardas9021     1    6    8    8    9    10     8.56                9.20                
Pavarde4041    Vardas4041     3    4    8    8    9    10     8.56                9.20                
Pavarde7236    Vardas7236     3    4    7    8    10   10     8.56                8.80                
Pavarde5991    Vardas5991     2    5    7    8    10   10     8.56                8.80                
Pavarde7892    Vardas7892     1    3    9    9    10   10     8.56                9.60                
Pavarde7144    Vardas7144     2    2    9    9    10   10     8.56                9.60                
Pavarde6752    Vardas6752     1    3    8    10   10   10     8.56                9.20                
Pavarde4629    Vardas4629     1    4    7    10   10   10     8.56                8.80                
Pavarde3780    Vardas3780     5    5    7    7    8    10     8.56                8.80                
Pavarde6326    Vardas6326     2    4    7    9    10   10     8.56                8.80                
Pavarde1244    Vardas1244     1    5    7    9    10   10     8.56                8.80                
Pavarde4804    Vardas4804     1    5    6    10   10   10     8.56                8.40                
Pavarde7355    Vardas7355     3    5    5    9    10   10     8.56                8.00                
Pavarde8219    Vardas8219     1    4    7    10   10   10     8.56                8.80                
Pavarde1467    Vardas1467     4    7    7    7    7    10     8.56                8.80                
Pavarde1354    Vardas1354     3    5    6    9    9    10     8.56                8.40                
Pavarde1218    Vardas1218     5    6    6    7    8    10     8.56                8.40                
Pavarde3395    Vardas3395     3    5    6    8    10   10     8.56                8.40                
Pavarde1356    Vardas1356     8    9    10   10   10   8      8.56                8.80                
Pavarde7353    Vardas7353     3    4    6    9    10   10     8.56                8.40                
Pavarde1751    Vardas1751     2    3    8    9    10   10     8.56                9.20                
Pavarde4756    Vardas4756     4    5    6    8    9    10     8.56                8.40                
Pavarde8277    Vardas8277     1    6    7    8    10   10     8.56                8.80                
Pavarde4731    Vardas4731     2    3    8    9    10   10     8.56                9.20                
Pavarde1207    Vardas1207     1    5    8    8    10   10     8.56                9.20                
Pavarde4469    Vardas4469     6    7    8    9    9    9      8.52                8.60                
Pavarde7150    Vardas7150     4    7    8    10   10   9      8.52                8.60                
Pavarde625     Vardas625      1    9    9    10   10   9      8.52                9.00                
Pavarde9407    Vardas9407     5    7    7    10   10   9      8.52                8.20                
Pavarde7657    Vardas7657     5    7    8    9    10   9      8.52                8.60                
Pavarde5108    Vardas5108     2    8    9    10   10   9      8.52                9.00                
Pavarde5961    Vardas5961     3    6    10   10   10   9      8.52                9.40                
Pavarde3519    Vardas3519     6    7    8    9    9    9      8.52                8.60                
Pavarde5548    Vardas5548     5    6    8    10   10   9      8.52                8.60                
Pavarde9759    Vardas9759     3    7    9    10   10   9      8.52                9.00                
Pavarde2758    Vardas2758     5    7    8    9    10   9      8.52                8.60                
Pavarde9258    Vardas9258     3    8    9    9    10   9      8.52                9.00                
Pavarde6587    Vardas6587     5    6    8    10   10   9      8.52                8.60                
Pavarde6586    Vardas6586     6    7    7    9    10   9      8.52                8.20                
Pavarde2338    Vardas2338     2    8    9    10   10   9      8.52                9.00                
Pavarde9941    Vardas9941     5    6    8    10   10   9      8.52                8.60                
Pavarde6975    Vardas6975     6    7    7    9    10   9      8.52                8.20                
Pavarde6976    Vardas6976     1    8    10   10   10   9      8.52                9.40                
Pavarde2119    Vardas2119     2    4    8    8    9    10     8.48                9.20                
Pavarde1092    Vardas1092     3    4    7    7    10   10     8.48                8.80                
Pavarde7961    Vardas7961     3    4    5    9    10   10     8.48                8.00                
Pavarde7324    Vardas7324     1    4    6    10   10   10     8.48                8.40                
Pavarde7698    Vardas7698     1    4    8    8    10   10     8.48                9.20                
Pavarde2077    Vardas2077     3    4    6    8    10   10     8.48                8.40                
Pavarde9283    Vardas9283     4    4    6    7    10   10     8.48                8.40                
Pavarde2826    Vardas2826     3    4    7    8    9    10     8.48                8.80                
Pavarde738     Vardas738      4    5    5    8    9    10     8.48                8.00                
Pavarde1114    Vardas1114     2    6    7    7    9    10     8.48                8.80                
Pavarde9133    Vardas9133     2    6    6    8    9    10     8.48                8.40                
Pavarde6675    Vardas6675     4    4    6    8    9    10     8.48                8.40                
Pavarde2513    Vardas2513     1    7    7    7    9    10     8.48                8.80                
Pavarde9392    Vardas9392     2    6    7    8    8    10     8.48                8.80                
Pavarde6376    Vardas6376     5    5    7    7    7    10     8.48                8.80                
Pavarde819     Vardas819      3    4    4    10   10   10     8.48                7.60                
Pavarde9415    Vardas9415     1    6    6    8    10   10     8.48                8.40                
Pavarde3822    Vardas3822     2    6    7    7    9    10     8.48                8.80                
Pavarde7621    Vardas7621     3    5    7    7    9    10     8.48                8.80                
Pavarde3450    Vardas3450     4    5    6    6    10   10     8.48                8.40                
Pavarde2466    Vardas2466     7    9    10   10   10   8      8.48                8.80                
Pavarde9345    Vardas9345     1    6    7    8    9    10     8.48                8.80                
Pavarde2571    Vardas2571     2    5    6    9    9    10     8.48                8.40                
Pavarde2271    Vardas2271     1    4    6    10   10   10     8.48                8.40                
Pavarde8890    Vardas8890     2    4    5    10   10   10     8.48                8.00                
Pavarde6891    Vardas6891     2    3    6    10   10   10     8.48                8.40                
Pavarde3510    Vardas3510     1    1    9    10   10   10     8.48                9.60                
Pavarde8909    Vardas8909     4    6    6    7    8    10     8.48                8.40                
Pavarde9494    Vardas9494     2    4    7    8    10   10     8.48                8.80                
Pavarde7520    Vardas7520     2    4    7    8    10   10     8.48                8.80                
Pavarde3985    Vardas3985     1    4    6    10   10   10     8.48                8.40                
Pavarde753     Vardas753      2    4    6    9    10   10     8.48                8.40                
Pavarde7861    Vardas7861     2    5    6    8    10   10     8.48                8.40                
Pavarde3061    Vardas3061     2    2    8    9    10   10     8.48                9.20                
Pavarde7104    Vardas7104     1    5    8    8    9    10     8.48                9.20                
Pavarde6470    Vardas6470     2    3    8    8    10   10     8.48                9.20                
Pavarde7482    Vardas7482     2    4    8    8    9    10     8.48                9.20                
Pavarde2363    Vardas2363     2    4    8    8    9    10     8.48                9.20                
Pavarde7471    Vardas7471     2    5    6    8    10   10     8.48                8.40                
Pavarde5959    Vardas5959     4    4    6    8    9    10     8.48                8.40                
Pavarde7666    Vardas7666     3    6    6    8    8    10     8.48                8.40                
Pavarde237     Vardas237      3    4    6    8    10   10     8.48                8.40                
Pavarde1796    Vardas1796     1    6    7    8    9    10     8.48                8.80                
Pavarde4813    Vardas4813     2    6    6    8    9    10     8.48                8.40                
Pavarde4835    Vardas4835     2    6    7    7    9    10     8.48                8.80                
Pavarde5494    Vardas5494     2    4    5    10   10   10     8.48                8.00                
Pavarde232     Vardas232      3    5    7    7    9    10     8.48                8.80                
Pavarde4491    Vardas4491     2    4    7    9    9    10     8.48                8.80                
Pavarde5216    Vardas5216     1    3    8    9    10   10     8.48                9.20                
Pavarde5110    Vardas5110     3    5    6    7    10   10     8.48                8.40                
Pavarde5124    Vardas5124     4    5    5    7    10   10     8.48                8.00                
Pavarde1778    Vardas1778     4    5    6    8    8    10     8.48                8.40                
Pavarde9728    Vardas9728     4    5    6    7    9    10     8.48                8.40                
Pavarde83      Vardas83       1    5    7    8    10   10     8.48                8.80                
Pavarde4660    Vardas4660     2    5    7    8    9    10     8.48                8.80                
Pavarde4858    Vardas4858     1    6    6    8    10   10     8.48                8.40                
Pavarde8204    Vardas8204     4    5    6    7    9    10     8.48                8.40                
